Daily_Usage_Hours,Social_Media_Hours,Gaming_Hours,Sleep_Hours,Addiction_Level
9.554726516312021,5.725436328899383,5.513647743628899,8.329888599157464,Low
3.612953420384035,7.723235582771965,0.4285508023117768,6.305116137951094,Low
10.067063859275054,2.5829114729856544,2.8468084265370566,6.808726206392863,High
11.623241178472997,2.2521984638597514,2.1613765186146425,5.561231329122791,Low
11.698612252953827,6.842540408593585,0.9583864950346577,5.215398840313674,High
5.987941721590434,2.181593529685858,5.8074945557780975,5.383422636462829,Low
7.699467090374057,5.6667972466901695,1.3137088711616571,5.799617250876128,Medium
9.530791660653314,1.6512097773377956,4.270682438296498,6.84986169099566,Medium
8.05774679234976,2.0269860211668513,5.2744529621798595,4.153733791932107,Medium
8.942200524686418,1.006991702026827,4.013422758580715,5.928773072744864,High
1.3854017651158106,6.12114271576231,0.8611232902111807,5.7060357701171736,High
4.282944179780973,1.8505954656351158,4.757327885580985,7.149198515164092,Medium
1.6436374107028222,1.4319553268744276,1.2930761829105242,8.342993868886278,Low
10.427670368459188,2.186054554315973,5.735700184127535,7.863197199217862,High
5.101394306622883,2.5959466523646815,0.4971480607238159,8.95685490511557,Low
8.478327467359065,0.7536629828284187,3.8461805079007156,6.079662302780141,High
3.8190794425929315,2.4079938878103198,3.6806774724361073,5.073228727889003,Low
4.823393366677411,5.516410298159573,2.8804308962361977,8.609432939660053,Low
1.1035404708906635,6.19939310465556,0.9911585798986413,8.072437903190146,High
4.941671609754668,2.1951081069996263,1.511910931257454,8.569489939600302,High
11.440035998460313,5.088871919941559,4.382503995359267,5.053501629344525,High
3.396889100448578,7.341920632389643,5.75220408841578,6.3460078925032,Medium
4.513305030184011,4.562079712100102,5.554812556041278,5.6175843749091445,High
11.095496246006462,3.30458817182147,4.4243993930164125,6.256378283955091,Medium
1.3509403308388421,0.5990046917367465,1.4020911589279397,7.637125253964342,High
1.7159299074676593,6.719882708909911,4.587016663179998,7.624412205210091,Low
7.928118990186053,6.624211457851835,1.7838733173820935,7.186348876958737,Low
10.611947876074925,1.0979008831716484,1.68814765349665,5.696007606750044,High
1.0958730553416336,1.7875647325787363,4.6044090307120396,5.120815128407299,High
9.212349606933312,6.786117741657499,4.114725594059176,6.338553815310097,Medium
9.941252881028857,4.731202091463583,1.6385637607069796,7.743608819704442,Low
1.832891907894934,3.123366602007736,0.9811984729927832,4.917121210497911,Low
8.221008680566536,1.5875222214160007,0.6174981970315194,4.120794785575818,Low
6.6018842009187,1.2388930693777,2.936289363702211,4.525147458583865,Medium
6.278717306460215,4.701360637370605,4.998507991644694,4.644775937556376,Low
11.51131559424173,5.825494175472978,1.9395400589082208,6.322528797158254,High
1.000132369264336,7.6315327446960906,3.5756403948340663,5.781526665258143,Low
3.7167657109110794,6.110384990946406,1.0898482809053416,8.597298114541557,Low
